Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,330000,20341629,25617,70783,https://www.youtube.com/watch?v=_pZp_fbTyU4,16264,4535,4535,https://www.twitch.tv/videos/1065138716
高雄林小姐,103000,28254415,5578,17709,https://www.youtube.com/watch?v=8SSJR019HlU,0,0,0,
紅月,89300,155531,4541,7965,https://www.youtube.com/watch?v=543LjuvOFZg,0,0,0,
璐洛洛,55800,5714462,10642,54046,https://www.youtube.com/watch?v=je88PzWoWf8,5109,584,2157,https://www.twitch.tv/videos/1061995367
鳥羽樂奈,52100,3621777,4448,8748,https://www.youtube.com/watch?v=Zu5X_XO-9fI,1181,0,0,
香草奈若,48000,5497715,6251,60209,https://www.youtube.com/watch?v=4asQKXXz-9E,0,0,0,
悠白,43600,1477257,9649,53731,https://www.youtube.com/watch?v=ckb9ynyIABk,0,0,0,
泰多貝亞,40300,1252246,13216,25026,https://www.youtube.com/watch?v=_FR2HJmQ7TY,0,0,0,
露恰露恰,39800,681683,24661,32221,https://www.youtube.com/watch?v=JH351zZ05mA,0,0,0,
灰名,39500,1438568,8159,20934,https://www.youtube.com/watch?v=MramdalrgS0,0,0,0,
虎妮,36400,1234633,2763,6630,https://www.youtube.com/watch?v=ieDSO48nzNU,20,0,0,
Asa Ifrit,34700,1421505,10673,21468,https://www.youtube.com/watch?v=eKkwLjzW_Lo,0,0,0,
平平子,33900,684582,14103,19573,https://www.youtube.com/watch?v=7HZISADg14I,0,0,0,
兔姬,33700,1150941,8185,13012,https://www.youtube.com/watch?v=59Dp0pAkNds,0,0,0,
十五號,31300,695098,13172,32755,https://www.youtube.com/watch?v=z1Ma_1dc4dc,0,0,0,
浠Mizuki,26600,528181,27967,98022,https://www.youtube.com/watch?v=0F6l5LX2OfY,0,0,0,
迷子羽根,24900,35483,2078,3507,https://www.youtube.com/watch?v=KM-jg3ibSbA,0,0,0,
喵太,23500,629757,2515,2515,https://www.youtube.com/watch?v=NBJuMEuyzXM,4253,839,1038,https://www.twitch.tv/videos/1068045047
空,21800,1463336,894,10217,https://www.youtube.com/watch?v=EPGUyYy3Qj4,0,0,0,
須多夜花,19700,502068,6194,12166,https://www.youtube.com/watch?v=Zrwi1JKSfu0,0,0,0,
三毛,19100,985391,6229,15977,https://www.youtube.com/watch?v=697V1OxQPiU,0,0,0,
Naya,18900,4812004,2765,9981,https://www.youtube.com/watch?v=J474wVFfuD8,3215,420,576,https://www.twitch.tv/videos/1056860363
藤乃熊,18600,84514,404,1265,https://www.youtube.com/watch?v=LofBMWvBsjk,0,0,0,
鼠屋栗太,16500,269941,1634,6565,https://www.youtube.com/watch?v=VJHxg1ipdgE,0,0,0,
歐貝爾,16500,240176,21999,58831,https://www.youtube.com/watch?v=z6N32dMCbpU,0,0,0,
祈菈‧貝希毛絲,14600,616127,5061,12841,https://www.youtube.com/watch?v=XH5wvw8C0oo,0,0,0,
諳石,11900,2747858,338,1610,https://www.youtube.com/watch?v=z65Mgcoeq_c,1379,23,32,https://www.twitch.tv/videos/1062145225
蘆棠布奈,11000,199323,4930,34364,https://www.youtube.com/watch?v=t4eiddIxoG4,0,0,0,
星見遙,10700,349284,995,1890,https://www.youtube.com/watch?v=RTr10lzRkME,0,0,0,
貝莉莓Vtype,10100,282370,7215,91271,https://www.youtube.com/watch?v=XhbBxUp0CIU,0,0,0,
蕾兒,9490,239766,2552,3356,https://www.youtube.com/watch?v=VqwK9CzUPfM,0,0,0,
希靈,8620,154095,1559,3180,https://www.youtube.com/watch?v=bGlSHlsLFK0,0,0,0,
巴蘭利維坦,7060,112235,9835,18895,https://www.youtube.com/watch?v=cUG_m5kpNdA,0,0,0,
塔芭絲可,7040,212480,2124,10181,https://www.youtube.com/watch?v=YleebV78JhQ,0,0,0,
風絮,6980,66890,274,2525,https://www.youtube.com/watch?v=KUyT_JjJLt0,0,0,0,
鴨鴨伊比,6910,168134,1576,7106,https://www.youtube.com/watch?v=XkU6H7o4tO8,0,0,0,
TSMATCH火柴,6600,179149,1123,2408,https://www.youtube.com/watch?v=oOQRDe2Ul5E,0,0,0,
弦戶帝丹,6450,80549,8699,13564,https://www.youtube.com/watch?v=cWBcVJ6iHUQ,0,0,0,
