Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,328000,20135389,26312,69641,https://www.youtube.com/watch?v=_pZp_fbTyU4,16065,0,0,
高雄林小姐,103000,28199265,5789,33927,https://www.youtube.com/watch?v=S0F5QeZkM4s,0,0,0,
紅月,89100,132950,4553,6976,https://www.youtube.com/watch?v=543LjuvOFZg,0,0,0,
璐洛洛,54400,5518532,10556,50752,https://www.youtube.com/watch?v=je88PzWoWf8,5012,1206,2923,https://www.twitch.tv/videos/1054884428
鳥羽樂奈,52000,3587015,4535,9758,https://www.youtube.com/watch?v=szSLXUJIdEo,1184,0,0,
香草奈若,48000,5434999,9590,59311,https://www.youtube.com/watch?v=4asQKXXz-9E,0,0,0,
悠白,42800,1417701,11504,49106,https://www.youtube.com/watch?v=ckb9ynyIABk,0,0,0,
泰多貝亞,39800,1184676,13965,24817,https://www.youtube.com/watch?v=_FR2HJmQ7TY,0,0,0,
露恰露恰,38500,619675,27179,58040,https://www.youtube.com/watch?v=k4WZvlN_8bM,0,0,0,
灰名,37900,1295347,7779,19779,https://www.youtube.com/watch?v=MramdalrgS0,0,0,0,
虎妮,36200,1218487,2861,5211,https://www.youtube.com/watch?v=ieDSO48nzNU,20,0,0,
Asa Ifrit,33800,1330143,9888,16036,https://www.youtube.com/watch?v=J4YWNbz6RMY,0,0,0,
兔姬,33400,1131013,7884,12693,https://www.youtube.com/watch?v=59Dp0pAkNds,0,0,0,
平平子,32400,625781,13884,19331,https://www.youtube.com/watch?v=7HZISADg14I,0,0,0,
十五號,29500,614212,12288,30263,https://www.youtube.com/watch?v=z1Ma_1dc4dc,0,0,0,
浠Mizuki,25300,431438,25517,69182,https://www.youtube.com/watch?v=0F6l5LX2OfY,0,0,0,
迷子羽根,24900,33815,2058,5396,https://www.youtube.com/watch?v=1JWfBJ2zxQ4,0,0,0,
喵太,23400,624589,2166,2320,https://www.youtube.com/watch?v=NBJuMEuyzXM,4194,694,694,https://www.twitch.tv/videos/1060637563
空,21700,1451249,935,10200,https://www.youtube.com/watch?v=EPGUyYy3Qj4,0,0,0,
須多夜花,19100,456148,5901,18683,https://www.youtube.com/watch?v=Bv_Mt1pw2xU,0,0,0,
Naya,18900,4794890,3288,9707,https://www.youtube.com/watch?v=J474wVFfuD8,3216,508,1671,https://www.twitch.tv/videos/1052773513
三毛,18900,942536,8115,42488,https://www.youtube.com/watch?v=yAD2HnaXJl4,0,0,0,
藤乃熊,18500,84091,387,1212,https://www.youtube.com/watch?v=LofBMWvBsjk,0,0,0,
鼠屋栗太,16200,254287,1588,6463,https://www.youtube.com/watch?v=VJHxg1ipdgE,0,0,0,
祈菈‧貝希毛絲,13800,574357,5072,12332,https://www.youtube.com/watch?v=XH5wvw8C0oo,0,0,0,
歐貝爾,13700,102396,24889,52363,https://www.youtube.com/watch?v=z6N32dMCbpU,0,0,0,
諳石,11800,2736800,358,1583,https://www.youtube.com/watch?v=z65Mgcoeq_c,1377,13,41,https://www.twitch.tv/videos/1052755466
蘆棠布奈,10700,184909,4554,33252,https://www.youtube.com/watch?v=t4eiddIxoG4,0,0,0,
星見遙,10700,342231,1014,2106,https://www.youtube.com/watch?v=8iRrYA54ymY,0,0,0,
蕾兒,9260,227930,2327,3153,https://www.youtube.com/watch?v=dgEPpK65gRQ,0,0,0,
希靈,8210,138867,1739,3031,https://www.youtube.com/watch?v=J7TcgHkJQcs,0,0,0,
貝莉莓Vtype,7550,115373,2299,41554,https://www.youtube.com/watch?v=XhbBxUp0CIU,0,0,0,
風絮,6710,60228,218,987,https://www.youtube.com/watch?v=hrXFZmldtrI,0,0,0,
塔芭絲可,6710,182586,2308,10154,https://www.youtube.com/watch?v=YleebV78JhQ,0,0,0,
鴨鴨伊比,6630,157787,1827,8197,https://www.youtube.com/watch?v=3WQyjD-Qs4g,0,0,0,
TSMATCH火柴,6510,172111,842,2505,https://www.youtube.com/watch?v=oOQRDe2Ul5E,0,0,0,
巴蘭利維坦,6410,90188,11014,17911,https://www.youtube.com/watch?v=cUG_m5kpNdA,0,0,0,
姬宮優花,6050,117460,571,3087,https://www.youtube.com/watch?v=Ud95qkDBaik,427,0,0,
邱可,6040,78055,1172,3646,https://www.youtube.com/watch?v=G7k01JjeKOA,0,0,0,
夏莎莎,5960,62720,699,1896,https://www.youtube.com/watch?v=L8We0tespg8,0,0,0,
夏日葵,5940,318771,753,1602,https://www.youtube.com/watch?v=jp7O1K07nIo,0,0,0,
瀰婭,5890,216885,665,3702,https://www.youtube.com/watch?v=wALpyCiy36U,105,0,0,
綾瑞香,5830,422729,812,5342,https://www.youtube.com/watch?v=GBi4IzAkVwc,256,0,0,
いくせん,5810,372947,279,2716,https://www.youtube.com/watch?v=5SBqVxecuoI,78,0,0,
弦戶帝丹,5780,57385,10293,12996,https://www.youtube.com/watch?v=cWBcVJ6iHUQ,0,0,0,
魔法!,5640,1793346,462,753,https://www.youtube.com/watch?v=Y3wsyA3Q4cI,2276,224,261,https://www.twitch.tv/videos/1049653041
吉姆,5590,121812,2819,9603,https://www.youtube.com/watch?v=EuNWdB_JytA,863,385,1519,https://www.twitch.tv/videos/1061964021
祈霓,5570,64407,563,1175,https://www.youtube.com/watch?v=MapXHk-8Fjc,0,0,0,
洛可洛斯特,5460,98331,2918,9378,https://www.youtube.com/watch?v=EKh0nJKYcMU,0,0,0,
醬油Joyu,0,190458,1398,5834,https://www.youtube.com/watch?v=_LcSPmexGis,0,0,0,
