Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,329000,20262468,26198,70470,https://www.youtube.com/watch?v=_pZp_fbTyU4,16215,4267,4267,https://www.twitch.tv/videos/1065138716
高雄林小姐,103000,28235378,5567,17709,https://www.youtube.com/watch?v=8SSJR019HlU,0,0,0,
紅月,89300,144938,4493,7753,https://www.youtube.com/watch?v=543LjuvOFZg,0,0,0,
璐洛洛,55400,5656370,8482,53252,https://www.youtube.com/watch?v=je88PzWoWf8,5058,589,2930,https://www.twitch.tv/videos/1054884428
鳥羽樂奈,52100,3613819,4368,8716,https://www.youtube.com/watch?v=Zu5X_XO-9fI,1182,0,0,
香草奈若,48000,5476756,7197,60079,https://www.youtube.com/watch?v=4asQKXXz-9E,0,0,0,
悠白,43300,1449803,10727,52442,https://www.youtube.com/watch?v=ckb9ynyIABk,0,0,0,
泰多貝亞,40200,1222283,13835,24957,https://www.youtube.com/watch?v=_FR2HJmQ7TY,0,0,0,
露恰露恰,39600,659255,25621,58439,https://www.youtube.com/watch?v=k4WZvlN_8bM,0,0,0,
灰名,39200,1395456,8326,20649,https://www.youtube.com/watch?v=MramdalrgS0,0,0,0,
虎妮,36400,1232344,2812,6444,https://www.youtube.com/watch?v=ieDSO48nzNU,20,0,0,
Asa Ifrit,34500,1403335,10856,20610,https://www.youtube.com/watch?v=eKkwLjzW_Lo,0,0,0,
兔姬,33700,1148430,8041,12967,https://www.youtube.com/watch?v=59Dp0pAkNds,0,0,0,
平平子,33500,657478,14139,19511,https://www.youtube.com/watch?v=7HZISADg14I,0,0,0,
十五號,30900,659446,13059,32361,https://www.youtube.com/watch?v=z1Ma_1dc4dc,0,0,0,
浠Mizuki,26200,491854,27070,92448,https://www.youtube.com/watch?v=0F6l5LX2OfY,0,0,0,
迷子羽根,24900,35235,2091,5477,https://www.youtube.com/watch?v=1JWfBJ2zxQ4,0,0,0,
喵太,23500,628583,2463,2463,https://www.youtube.com/watch?v=NBJuMEuyzXM,4232,901,1001,https://www.twitch.tv/videos/1068045047
空,21800,1461637,892,10213,https://www.youtube.com/watch?v=EPGUyYy3Qj4,0,0,0,
須多夜花,19600,489948,6112,12095,https://www.youtube.com/watch?v=Zrwi1JKSfu0,0,0,0,
三毛,19100,977630,6213,15845,https://www.youtube.com/watch?v=697V1OxQPiU,0,0,0,
Naya,18900,4808945,2816,9944,https://www.youtube.com/watch?v=J474wVFfuD8,3215,460,1091,https://www.twitch.tv/videos/1055878834
藤乃熊,18500,84346,401,1257,https://www.youtube.com/watch?v=LofBMWvBsjk,0,0,0,
鼠屋栗太,16400,267452,1648,6543,https://www.youtube.com/watch?v=VJHxg1ipdgE,0,0,0,
歐貝爾,16100,203706,23994,58300,https://www.youtube.com/watch?v=z6N32dMCbpU,0,0,0,
祈菈‧貝希毛絲,14400,600754,4950,12735,https://www.youtube.com/watch?v=XH5wvw8C0oo,0,0,0,
諳石,11900,2744327,341,1606,https://www.youtube.com/watch?v=z65Mgcoeq_c,1379,15,27,https://www.twitch.tv/videos/1057892561
蘆棠布奈,10900,189439,5620,34045,https://www.youtube.com/watch?v=t4eiddIxoG4,0,0,0,
星見遙,10700,347894,993,1884,https://www.youtube.com/watch?v=RTr10lzRkME,0,0,0,
貝莉莓Vtype,9730,248346,4639,85532,https://www.youtube.com/watch?v=XhbBxUp0CIU,0,0,0,
蕾兒,9480,236000,2546,3342,https://www.youtube.com/watch?v=VqwK9CzUPfM,0,0,0,
希靈,8520,148675,1522,3133,https://www.youtube.com/watch?v=bGlSHlsLFK0,0,0,0,
塔芭絲可,6960,207234,2124,10177,https://www.youtube.com/watch?v=YleebV78JhQ,0,0,0,
風絮,6950,63090,240,933,https://www.youtube.com/watch?v=hGlqsWCb9qU,0,0,0,
巴蘭利維坦,6930,98521,10499,18638,https://www.youtube.com/watch?v=cUG_m5kpNdA,0,0,0,
鴨鴨伊比,6870,164348,1529,7101,https://www.youtube.com/watch?v=XkU6H7o4tO8,0,0,0,
TSMATCH火柴,6580,176861,1122,2406,https://www.youtube.com/watch?v=oOQRDe2Ul5E,0,0,0,
弦戶帝丹,6310,74333,9046,13442,https://www.youtube.com/watch?v=cWBcVJ6iHUQ,0,0,0,
邱可,6200,79800,989,4849,https://www.youtube.com/watch?v=G7k01JjeKOA,0,0,0,
姬宮優花,6110,119328,543,3149,https://www.youtube.com/watch?v=Ud95qkDBaik,429,0,0,
瀰婭,6020,220251,664,3796,https://www.youtube.com/watch?v=wALpyCiy36U,105,0,0,
夏莎莎,6000,64079,642,1515,https://www.youtube.com/watch?v=27PEcNYO9hE,0,0,0,
夏日葵,5970,325813,904,6096,https://www.youtube.com/watch?v=tWx-4Y5I-nE,0,0,0,
いくせん,5850,375940,274,3036,https://www.youtube.com/watch?v=5SBqVxecuoI,78,0,0,
綾瑞香,5840,123927,918,5613,https://www.youtube.com/watch?v=GBi4IzAkVwc,257,0,0,
吉姆,5740,132744,2084,5013,https://www.youtube.com/watch?v=4h7QEne0sF0,1013,405,1527,https://www.twitch.tv/videos/1061964021
魔法!,5650,1797084,388,790,https://www.youtube.com/watch?v=Y3wsyA3Q4cI,2275,146,156,https://www.twitch.tv/videos/1056875381
祈霓,5640,65920,522,1181,https://www.youtube.com/watch?v=MapXHk-8Fjc,0,0,0,
洛可洛斯特,5610,108303,2848,9575,https://www.youtube.com/watch?v=EKh0nJKYcMU,0,0,0,
醬油Joyu,0,195781,1277,2090,https://www.youtube.com/watch?v=rxfPdwQ0yaA,0,0,0,
