Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,363000,24716150,20571,43289,https://www.youtube.com/watch?v=PTfsh0MNmmY,20041,5051,5910,https://www.twitch.tv/videos/1169001630
高雄林小姐,103000,28966896,3730,7583,https://www.youtube.com/watch?v=H_-OgfmMYog,0,0,0,
李李鈴蘭,95500,3100370,51447,211577,https://www.youtube.com/watch?v=j5kJvzrt_vs,0,0,0,
璐洛洛,92300,10900328,13726,93421,https://www.youtube.com/watch?v=ly8MMG4ahJg,9481,1629,7551,https://www.twitch.tv/videos/1166244953
浠Mizuki,80300,2962227,17244,61888,https://www.youtube.com/watch?v=118QO6j68xM,0,0,0,
露恰露恰,53100,1349677,7574,18054,https://www.youtube.com/watch?v=qE0yT0RclDM,0,0,0,
灰名,52900,2809192,5714,34828,https://www.youtube.com/watch?v=w3p3fI7fkdQ,0,0,0,
悠白,52500,2240999,5417,13318,https://www.youtube.com/watch?v=60WDTzQQ_ZY,0,0,0,
鳥羽樂奈,52400,4046227,2052,3636,https://www.youtube.com/watch?v=7wmxFBcZzbc,1225,0,0,
香草奈若,50100,6311039,2376,6775,https://www.youtube.com/watch?v=RV95tCSacwc,0,0,0,
十五號,46600,1653756,6949,22162,https://www.youtube.com/watch?v=nkQY9sYw_lA,0,0,0,
平平子,45100,1366277,6178,9818,https://www.youtube.com/watch?v=Qn758qFMSC4,0,0,0,
泰多貝亞,42000,1977707,5513,15143,https://www.youtube.com/watch?v=wFGLLEfIdp8,0,0,0,
Asa Ifrit,39600,2130554,5528,19912,https://www.youtube.com/watch?v=xR-_P2hwlYE,0,0,0,
虎妮,39400,1404889,2077,4817,https://www.youtube.com/watch?v=LiqkgDg-8H8,21,0,0,
兔姬,38300,1449776,3101,7833,https://www.youtube.com/watch?v=lWyo_XS-fT0,0,0,0,
貝莉莓Vtype,38000,2292114,14017,67416,https://www.youtube.com/watch?v=wyLElv9nmfQ,0,0,0,
歐貝爾,25700,761428,4058,6472,https://www.youtube.com/watch?v=hyH0rATtNQc,0,0,0,
喵太,25500,770726,2281,2399,https://www.youtube.com/watch?v=Wt2pCA9H_AU,5398,1667,1733,https://www.twitch.tv/videos/1159760659
醬油Joyu,25000,297425,593,963,https://www.youtube.com/watch?v=RrrR28lwbWA,0,0,0,
迷子羽根,24400,138738,1047,2445,https://www.youtube.com/watch?v=rN30a6qRVTU,0,0,0,
三毛,23600,1487178,3593,6172,https://www.youtube.com/watch?v=CsdFSxjuLLE,0,0,0,
須多夜花,22700,892829,1307,4736,https://www.youtube.com/watch?v=3ppuT32qumc,0,0,0,
空,22600,1654282,835,2676,https://www.youtube.com/watch?v=41071xwsxbk,0,0,0,
語風薯薯與愛紗公主,22300,11455743,3119,7268,https://www.youtube.com/watch?v=BkGXheGZTxA,0,0,0,
祈菈‧貝希毛絲,20400,1057953,2899,4792,https://www.youtube.com/watch?v=IypzP3FMRo8,0,0,0,
Naya,19400,5133432,1640,2508,https://www.youtube.com/watch?v=omvy9Yj88wo,3253,0,0,
藤乃熊,19200,117110,285,883,https://www.youtube.com/watch?v=yzHtKPZ-wwM,0,0,0,
Yu,18100,4572626,1343,13761,https://www.youtube.com/watch?v=rR6njkyX-CE,0,0,0,
鼠屋栗太,17900,435108,750,1255,https://www.youtube.com/watch?v=JxEgV_C4rxA,0,0,0,
希靈,15500,454470,2343,9594,https://www.youtube.com/watch?v=5AiAGeGTSsY,0,0,0,
洛可洛斯特,14500,495936,2601,91412,https://www.youtube.com/watch?v=qbRyzJ1-Dtg,0,0,0,
