Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,363000,24586282,20539,69433,https://www.youtube.com/watch?v=Cu-kAqggUvQ,19986,5296,13960,https://www.twitch.tv/videos/1160682529
高雄林小姐,103000,28928644,3916,7547,https://www.youtube.com/watch?v=H_-OgfmMYog,0,0,0,
李李鈴蘭,91500,2752255,52481,204163,https://www.youtube.com/watch?v=maP6SzbyKaQ,0,0,0,
璐洛洛,90900,10629866,14763,92026,https://www.youtube.com/watch?v=ly8MMG4ahJg,9309,2420,7531,https://www.twitch.tv/videos/1166244953
浠Mizuki,78900,2823960,19019,91866,https://www.youtube.com/watch?v=6x8G9C-hx9g,0,0,0,
露恰露恰,52800,1314869,6458,17935,https://www.youtube.com/watch?v=qE0yT0RclDM,0,0,0,
灰名,52700,2780767,5829,34485,https://www.youtube.com/watch?v=w3p3fI7fkdQ,0,0,0,
鳥羽樂奈,52400,4027415,2181,3609,https://www.youtube.com/watch?v=7wmxFBcZzbc,1227,0,0,
悠白,52400,2221465,4702,12970,https://www.youtube.com/watch?v=60WDTzQQ_ZY,0,0,0,
香草奈若,50100,6291310,2376,6755,https://www.youtube.com/watch?v=RV95tCSacwc,0,0,0,
十五號,46400,1621367,7365,21128,https://www.youtube.com/watch?v=nkQY9sYw_lA,0,0,0,
平平子,44900,1338582,6094,9714,https://www.youtube.com/watch?v=Qn758qFMSC4,0,0,0,
泰多貝亞,42000,1952995,5053,14944,https://www.youtube.com/watch?v=wFGLLEfIdp8,0,0,0,
Asa Ifrit,39600,2101449,5470,18761,https://www.youtube.com/watch?v=xR-_P2hwlYE,0,0,0,
虎妮,39300,1400233,1995,4764,https://www.youtube.com/watch?v=LiqkgDg-8H8,21,0,0,
兔姬,38100,1433394,2907,7809,https://www.youtube.com/watch?v=lWyo_XS-fT0,0,0,0,
貝莉莓Vtype,37800,2249121,9523,65518,https://www.youtube.com/watch?v=wyLElv9nmfQ,0,0,0,
歐貝爾,25600,755880,3998,6435,https://www.youtube.com/watch?v=hyH0rATtNQc,0,0,0,
喵太,25500,768620,2258,4132,https://www.youtube.com/watch?v=MoZN98ERT1o,5386,1661,1709,https://www.twitch.tv/videos/1159760659
醬油Joyu,24900,293926,606,1261,https://www.youtube.com/watch?v=5_553nHsRf8,0,0,0,
迷子羽根,24400,134321,1157,2354,https://www.youtube.com/watch?v=rN30a6qRVTU,0,0,0,
三毛,23600,1477009,3345,5927,https://www.youtube.com/watch?v=8LedksZj8jo,0,0,0,
須多夜花,22700,879651,1792,5230,https://www.youtube.com/watch?v=z7VIAL0VulI,0,0,0,
空,22500,1650991,813,2316,https://www.youtube.com/watch?v=41071xwsxbk,0,0,0,
語風薯薯與愛紗公主,22300,11428573,2494,6850,https://www.youtube.com/watch?v=BkGXheGZTxA,0,0,0,
祈菈‧貝希毛絲,20300,1046449,2969,4884,https://www.youtube.com/watch?v=4Owp4gtKvuo,0,0,0,
Naya,19400,5129957,2153,3164,https://www.youtube.com/watch?v=no4ExbdSXTc,3254,0,0,
藤乃熊,19100,116745,282,879,https://www.youtube.com/watch?v=yzHtKPZ-wwM,0,0,0,
Yu,18000,4535689,1952,7553,https://www.youtube.com/watch?v=lJlqOoR_V6A,0,0,0,
鼠屋栗太,17900,431647,725,1227,https://www.youtube.com/watch?v=G-xaw8SVCLI,0,0,0,
希靈,15300,440941,1984,9163,https://www.youtube.com/watch?v=5AiAGeGTSsY,0,0,0,
瑪格麗特．溫特斯,13400,268809,6172,17942,https://www.youtube.com/watch?v=Ky4HY7yGThI,0,0,0,
銀鈴‧希爾貝露,13400,361011,2304,4805,https://www.youtube.com/watch?v=M6nC5IelZSA,0,0,0,
蕾兒,12800,396519,1674,2455,https://www.youtube.com/watch?v=8jjK2T9Lc-8,0,0,0,
塔芭絲可,12800,546094,1900,4507,https://www.youtube.com/watch?v=AYDR-cHVSRI,0,0,0,
諳石,12400,2883937,329,749,https://www.youtube.com/watch?v=y_y4exuirWE,1390,8,38,https://www.twitch.tv/videos/1164349455
諾櫻,11800,480194,2116,3476,https://www.youtube.com/watch?v=fwGRVCrq7uw,0,0,0,
蘆棠布奈,11700,334470,2000,5865,https://www.youtube.com/watch?v=Z_Kluv7yM6g,0,0,0,
星見遙,11700,430744,468,858,https://www.youtube.com/watch?v=aos2sYhtMkU,0,0,0,
洛可洛斯特,11200,401386,1650,77341,https://www.youtube.com/watch?v=qbRyzJ1-Dtg,0,0,0,
巴蘭利維坦,10300,362698,2820,6408,https://www.youtube.com/watch?v=WPX8qKi9YOI,0,0,0,
