Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,809000,253015929,17262,136372,https://www.youtube.com/watch?v=X4ul5iQNmt4
杏仁ミル,315000,17886247,38192,79369,https://www.youtube.com/watch?v=Aub9OExS65o
高雄林小姐,104000,27366726,5343,12509,https://www.youtube.com/watch?v=1fKbpLdgcq4
紅月,88200,92724,0,0,
鳥羽樂奈,46000,2205625,10420,118755,https://www.youtube.com/watch?v=uKjQ9dt-o2U
璐洛洛,41400,3631187,10250,38881,https://www.youtube.com/watch?v=VV4mCRruDQE
香草奈若,39200,2915824,17031,132773,https://www.youtube.com/watch?v=KkmDmsruADg
虎妮,34800,1075879,2190,3739,https://www.youtube.com/watch?v=fmv5LHNStgc
悠白,32100,792345,7388,14689,https://www.youtube.com/watch?v=GND-peHk1X4
兔姬,27800,892787,5113,9884,https://www.youtube.com/watch?v=Xa0KuVZ8R4c
Asa Ifrit,24400,771343,5389,12198,https://www.youtube.com/watch?v=8aRq-sPUV2A
喵太,22000,531642,1633,4123,https://www.youtube.com/watch?v=lcVphhWRgS0
虛擬熊頭,20000,110666,11271,38217,https://www.youtube.com/watch?v=gGEpLAatY1Q
空,18700,1198940,1124,3911,https://www.youtube.com/watch?v=YG9YTUDP_X0
Naya,18600,4634793,783,4169,https://www.youtube.com/watch?v=hL2K9C00Xm0
鼠屋栗太,13300,99262,951,2676,https://www.youtube.com/watch?v=UsEvOYoe1zM
如月ルミィ,11800,248031,5480,10655,https://www.youtube.com/watch?v=cT0Qo0VtEK0
三毛,11500,348304,6332,206600,https://www.youtube.com/watch?v=6w_OBgAqGx0
藤乃熊,11200,43986,329,621,https://www.youtube.com/watch?v=tw0n_iEKVI4
諳石,11100,2581158,339,1130,https://www.youtube.com/watch?v=-P07VF_ujP0
水野魚娜,11000,389950,2636,5963,https://www.youtube.com/watch?v=NGhoNQlEQrY
一介,10700,734562,0,0,
夏玥白夜,10700,162116,0,0,
灰名,10500,151864,1892,4146,https://www.youtube.com/watch?v=lPnZ-NTLo8I
平平子,9150,82279,3688,13841,https://www.youtube.com/watch?v=648CcpKzpJs
蕾兒,7230,131931,1854,2416,https://www.youtube.com/watch?v=9RrqhOnk1ms
星見遙,7220,192530,1150,2217,https://www.youtube.com/watch?v=8PgyZki1zuo
風絮,6350,32360,186,430,https://www.youtube.com/watch?v=xQ457hEIPoY
魔法!,5530,1727645,387,706,https://www.youtube.com/watch?v=b8YrgL8dIio
TSMATCH火柴,5470,112604,737,1692,https://www.youtube.com/watch?v=gG_PLQKUHzQ
