Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,810000,253421633,18913,139302,https://www.youtube.com/watch?v=X4ul5iQNmt4
杏仁ミル,316000,17993409,40921,80829,https://www.youtube.com/watch?v=Aub9OExS65o
高雄林小姐,104000,27412998,4804,12517,https://www.youtube.com/watch?v=1fKbpLdgcq4
紅月,88200,93256,0,0,
鳥羽樂奈,46800,2354665,10043,35247,https://www.youtube.com/watch?v=56hoe7Dn5CM
璐洛洛,41900,3714658,9530,39598,https://www.youtube.com/watch?v=VV4mCRruDQE
香草奈若,40300,3144118,20597,142942,https://www.youtube.com/watch?v=KkmDmsruADg
虎妮,34900,1087089,2221,4710,https://www.youtube.com/watch?v=ew9vDejzCfc
悠白,32500,808845,5951,9991,https://www.youtube.com/watch?v=C6PJgS0HqIo
兔姬,28000,901347,5096,10018,https://www.youtube.com/watch?v=Xa0KuVZ8R4c
Asa Ifrit,24600,788411,3902,12434,https://www.youtube.com/watch?v=8aRq-sPUV2A
虛擬熊頭,22300,161187,11539,41291,https://www.youtube.com/watch?v=gGEpLAatY1Q
喵太,22000,537097,1583,1796,https://www.youtube.com/watch?v=NmNBO6QRZOA
空,19100,1203787,873,3923,https://www.youtube.com/watch?v=YG9YTUDP_X0
Naya,18600,4646312,746,3478,https://www.youtube.com/watch?v=O2xpwGdBMRE
鼠屋栗太,13500,106652,966,2828,https://www.youtube.com/watch?v=UsEvOYoe1zM
如月ルミィ,12600,270658,6094,11062,https://www.youtube.com/watch?v=cT0Qo0VtEK0
灰名,12100,211494,2192,34889,https://www.youtube.com/watch?v=QjfeAUpMp04
藤乃熊,11900,44961,330,705,https://www.youtube.com/watch?v=oeYv9WviCzk
三毛,11800,369654,6319,208375,https://www.youtube.com/watch?v=6w_OBgAqGx0
水野魚娜,11400,410539,2819,6116,https://www.youtube.com/watch?v=NGhoNQlEQrY
諳石,11100,2587944,324,1184,https://www.youtube.com/watch?v=-P07VF_ujP0
一介,10700,737060,0,0,
夏玥白夜,10700,162321,0,0,
平平子,9930,105588,4309,14195,https://www.youtube.com/watch?v=648CcpKzpJs
星見遙,7660,202280,1209,2231,https://www.youtube.com/watch?v=8PgyZki1zuo
蕾兒,7480,139592,1828,2562,https://www.youtube.com/watch?v=kBqyA5J-z2M
風絮,6410,34905,207,438,https://www.youtube.com/watch?v=xQ457hEIPoY
