Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
鬼鬼,809000,252668722,15623,132048
杏仁ミル,315000,17810632,36816,77395
高雄林小姐,104000,27321225,5504,20897
紅月,88300,92272,0,0
鳥羽樂奈,45300,2080673,9890,115351
璐洛洛,40800,3541858,12261,37766
香草奈若,38200,2734627,15915,125850
虎妮,34800,1071153,2046,3689
悠白,31800,776019,8567,125974
兔姬,27600,884178,4985,9772
Asa Ifrit,24200,752453,5629,15903
喵太,21900,525997,4069,5933
Naya,18600,4631142,783,4155
空,18500,1189168,1063,6162
虛擬熊頭,18000,73729,11769,35181
鼠屋栗太,13200,93987,952,2604
三毛,11300,336297,6646,204161
諳石,11100,2573346,270,1072
如月ルミィ,10900,213737,4704,9586
水野魚娜,10800,372302,2628,9643
一介,10700,732367,0,0
夏玥白夜,10700,161874,0,0
灰名,10500,146664,1901,4123
藤乃熊,10400,42315,323,729
平平子,8780,74160,3467,13522
星見遙,6930,181242,1137,2509
蕾兒,6790,125699,1810,2963
風絮,6340,31277,193,445
魔法!,5530,1725343,596,990
TSMATCH火柴,5450,110115,811,1676
いくせん,5220,320772,313,726
姬宮優花,5180,84550,746,2325
夏日葵,5060,283648,647,1868
LMPAPER,4780,412045,146,519
邱可,4720,35808,995,4675
Lumina,4080,143150,273,349
綾賢ラピス,3900,40785,692,1565
綾瑞香,3750,71201,1521,9071
夏莎莎,3600,17266,2594,5494
祈霓,3540,22313,1314,7084
蝦拉拉,3370,102938,767,982
楠橋詩耶,3210,89448,342,632
瀰婭,3070,170571,353,794
明石巴,3040,15401,171,198
Joyce昕,3030,301917,164,407
観空部,2950,136937,593,701
櫻野露,2550,64327,446,963
卡滋可可,2470,91596,243,2631
南琳,2430,14974,128,570
星形KARAS,2380,370508,160,390
奶茶,2350,3784,102,266
撇嘴耳包前滾翻,2320,128189,451,638
十五號,2260,6779,3421,4472
櫻坂くりこ,2250,89029,250,397
仙貝兔兔,2200,109358,260,1082
蘭希,2150,249596,339,347
Shaya,2100,84764,355,1458
藤本莉子,2100,26228,216,713
墨子,2070,61499,75,132
喵控,1900,31679,145,309
雨宮夢,1850,40465,184,390
草莓電波,1850,21259,1816,1816
ウイル,1840,44017,407,753
水手緞帶,1810,81330,229,737
希爾艾姆,1740,32842,144,497
蛋塔レイ,1730,62700,60,111
西園寺兆兆,1680,31233,283,455
紅茶拿鐵,1640,60149,347,483
小森,1600,9620,1782,2700
南心詠,1590,38391,334,612
狐媚娘‧達亞,1580,25847,354,653
結月,1550,39761,0,0
希莉亞,1520,43715,559,2164
幽々魅,1520,30098,57,144
凌千歌,1500,37585,218,301
雙命裂,1480,58148,60,180
罐罐,1430,67845,159,295
阿紋,1420,63485,97,314
艾黎,1420,12693,452,924
煌煌,1370,62651,0,0
詠星優宇奈,1370,13760,522,1137
雨恩,1350,400594,147,248
天堂島灯粋,1330,18910,0,0
斜胖,1330,22306,590,1447
CiCiCi cirycle 的 荒荒荒,1320,75187,99,611
神無月ミハル,1320,28746,211,271
莉莉絲‧伊芙莉登,1310,22522,744,5894
尤里‧佛瑞斯特,1310,19846,384,618
桐櫻,1300,1378,0,0
鴨鴨山,1300,50042,292,4956
MxM•Mir,1290,40550,100,209
森奈リヤ,1290,21915,156,1541
神夜奈央,1240,28317,128,239
周默,1240,26789,262,339
喵比,1230,57416,154,256
阿露比,1190,19701,444,834
花原蜜子,1150,12599,203,559
黛亞門,1140,632,115,115
龍妹,1130,27244,131,144
喵尾,1080,13985,0,0
草鈴,1060,13368,162,455
緋尹夜,1060,74443,117,764
隠岐スダマ,1060,192626,91,178
七海千草,1050,6645,145,176
夜見愛夢,996,7327,375,652
喵朵伊,607,18189,140,585
鴨鴨伊比,271,4480,163,271
