Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
鬼鬼,809000,252846225,16103,133238
杏仁ミル,315000,17844508,37658,77857
高雄林小姐,104000,27343464,5615,20899
紅月,88300,92526,0,0
鳥羽樂奈,45500,2111647,9831,116111
璐洛洛,41000,3584891,12959,38193
香草奈若,38500,2807964,16294,127658
虎妮,34800,1072549,2051,3702
悠白,31900,785736,8642,126167
兔姬,27600,885427,5000,9804
Asa Ifrit,24200,762299,5645,11967
喵太,21900,529338,2817,5959
Naya,18600,4631861,785,4158
空,18600,1195736,1065,6165
虛擬熊頭,18600,87027,11496,36226
鼠屋栗太,13200,95267,948,2605
三毛,11300,342679,6656,205065
諳石,11100,2578090,288,1091
如月ルミィ,11100,227513,4892,9938
水野魚娜,10800,385272,2661,9660
一介,10700,733126,0,0
夏玥白夜,10700,162000,0,0
藤乃熊,10600,42455,326,729
灰名,10500,147643,1906,4132
平平子,8910,77793,3526,13661
星見遙,7010,186304,1178,2511
蕾兒,6840,129609,1810,2976
風絮,6350,31751,198,448
魔法!,5540,1726040,607,1000
TSMATCH火柴,5460,111047,812,1680
いくせん,5230,321310,319,727
姬宮優花,5190,84680,760,2337
夏日葵,5070,283928,650,1871
邱可,4840,38190,950,4703
LMPAPER,4780,412118,116,520
Lumina,4110,143494,291,412
綾賢ラピス,3910,40919,669,1567
綾瑞香,3780,77714,1529,9162
夏莎莎,3660,19440,2660,5609
祈霓,3600,23850,1332,7163
蝦拉拉,3380,103255,776,983
楠橋詩耶,3240,90335,343,635
瀰婭,3080,171164,368,795
明石巴,3040,15402,172,198
Joyce昕,3030,302325,162,407
十五號,3030,13050,5285,5715
観空部,2960,136983,600,703
櫻野露,2560,65578,434,968
卡滋可可,2470,91935,247,2631
南琳,2440,15189,128,573
星形KARAS,2390,370674,162,398
奶茶,2350,3811,102,266
撇嘴耳包前滾翻,2320,128605,451,640
櫻坂くりこ,2250,89802,243,397
仙貝兔兔,2200,111734,260,1097
蘭希,2150,264200,343,350
藤本莉子,2130,27283,220,719
Shaya,2100,84977,347,1468
墨子,2070,61559,75,138
喵控,1910,32118,146,309
ウイル,1870,44210,421,891
雨宮夢,1850,40548,189,393
草莓電波,1850,21313,1832,1832
水手緞帶,1810,81839,229,739
希爾艾姆,1750,33111,144,501
蛋塔レイ,1730,62858,47,114
西園寺兆兆,1690,31593,285,459
紅茶拿鐵,1640,60244,309,486
小森,1620,9843,1811,2720
南心詠,1590,38437,337,623
狐媚娘‧達亞,1590,26820,365,500
結月,1550,40033,207,207
希莉亞,1530,45378,552,2215
幽々魅,1520,30138,58,151
凌千歌,1500,37622,221,302
雙命裂,1490,64125,60,180
艾黎,1440,13260,456,927
罐罐,1430,68021,150,300
阿紋,1420,63682,96,314
詠星優宇奈,1380,14418,525,1146
煌煌,1370,62755,0,0
斜胖,1370,23825,629,1452
雨恩,1360,400995,143,249
天堂島灯粋,1330,18952,0,0
CiCiCi cirycle 的 荒荒荒,1330,76587,100,815
神無月ミハル,1320,28810,212,273
莉莉絲‧伊芙莉登,1320,24157,804,6424
尤里‧佛瑞斯特,1320,20424,386,623
鴨鴨山,1310,50550,283,4960
桐櫻,1310,1383,0,0
MxM•Mir,1290,40525,100,209
森奈リヤ,1290,21927,300,1542
周默,1250,26856,262,342
喵比,1240,57963,150,256
神夜奈央,1240,28832,127,244
阿露比,1200,20400,463,837
花原蜜子,1150,12914,204,559
黛亞門,1140,638,115,115
龍妹,1130,27259,131,146
喵尾,1080,14007,0,0
緋尹夜,1070,75118,119,916
草鈴,1070,13453,163,465
隠岐スダマ,1060,192852,93,178
七海千草,1050,6684,149,177
夜見愛夢,1000,7433,361,653
紗羅,968,12758,208,320
冬華凜,947,16774,273,3903
鳳梨,922,609543,92,158
蘇菲蕥,917,6132,303,364
冬田獺,894,28115,201,694
佐香エイド,819,5741,87,163
可諾莉,806,35646,256,307
Kulolo,779,7316,0,0
摸魚企鵝&廢人虎鯨,776,13708,112,244
狐火ヨハン,769,3139,447,1632
如月柚,768,19721,142,333
須多夜花,742,2754,1396,1608
喵朵伊,609,18251,140,585
鴨鴨伊比,275,4765,163,272
