Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,314000,17649577,36398,86777
高雄林小姐,104000,27277690,5872,20853
紅月,88300,91829,0,0
鳥羽樂奈,44600,2005764,10203,113092
璐洛洛,40000,3428763,12473,33186
香草奈若,35600,2312088,14165,113235
虎妮,34800,1061097,2351,3590
悠白,31100,758657,7805,124859
兔姬,27300,877117,4884,9556
Asa Ifrit,23700,727884,5610,15624
喵太,21900,519954,5832,34294
Naya,18600,4627596,891,4144
空,18300,1183059,1081,6139
鼠屋栗太,13100,89034,959,2568
諳石,11100,2567765,395,1160
虛擬熊頭,11100,12944,21385,21385
三毛,10900,316972,8203,197827
一介,10700,730306,0,0
夏玥白夜,10700,161638,0,0
灰名,10400,140527,2127,4090
水野魚娜,10300,356681,2677,11073
藤乃熊,9560,40428,330,741
如月ルミィ,8930,182830,3899,6965
平平子,7900,54254,2998,12803
星見遙,6590,169983,1161,2496
蕾兒,6350,120473,1707,2925
風絮,6310,29995,201,445
魔法!,5530,1721489,395,974
TSMATCH火柴,5420,108309,808,1669
いくせん,5200,319187,334,2132
姬宮優花,5100,117201,711,2255
夏日葵,4930,281501,639,1831
LMPAPER,4770,411620,133,495
Lumina,3980,140943,213,307
綾賢ラピス,3860,39782,735,1735
綾瑞香,3510,85229,1223,8435
蝦拉拉,3340,100885,908,2963
祈霓,3210,16239,1260,6570
楠橋詩耶,3160,88615,379,1505
明石巴,3050,15273,163,195
瀰婭,3040,170234,285,785
Joyce昕,3020,301316,164,400
観空部,2940,135480,582,948
邱可,2560,21647,435,3963
櫻野露,2460,62331,442,868
夏莎莎,2450,6667,2387,3718
卡滋可可,2420,90611,254,2594
星形KARAS,2370,369625,175,355
奶茶,2340,3683,105,265
撇嘴耳包前滾翻,2320,127817,470,586
櫻坂くりこ,2240,87836,260,392
仙貝兔兔,2180,104682,220,1000
蘭希,2150,229136,328,646
Shaya,2090,82483,396,1416
藤本莉子,2080,25782,218,685
墨子,2070,61117,63,67
十五號,1900,4314,2498,3674
喵控,1890,30752,146,307
草莓電波,1850,21122,1741,1741
雨宮夢,1840,39606,146,386
水手緞帶,1790,80385,235,728
ウイル,1780,41840,435,736
希爾艾姆,1740,32546,149,494
蛋塔レイ,1730,62606,62,281
西園寺兆兆,1660,29814,265,406
紅茶拿鐵,1630,59782,393,456
南心詠,1580,38216,455,517
狐媚娘‧達亞,1550,24518,379,648
結月,1540,39651,0,0
幽々魅,1510,29970,61,131
小森,1370,8236,1760,2308
鴨鴨山,1250,46924,289,4362
喵朵伊,597,17294,138,584
鴨鴨伊比,255,4245,166,525
