Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,315000,17743222,36656,76667
高雄林小姐,104000,27303011,5429,20887
紅月,88300,92087,0,0
鳥羽樂奈,45100,2060067,9880,114523
璐洛洛,40600,3496104,13115,36754
香草奈若,37400,2536270,15627,122657
虎妮,34800,1068358,2203,3664
悠白,31500,769315,8423,125562
兔姬,27500,882777,4952,9707
Asa Ifrit,24000,744299,5738,15780
喵太,21900,523525,4010,5894
Naya,18600,4629307,840,4149
空,18400,1186575,1058,6148
虛擬熊頭,16300,44341,11195,32006
鼠屋栗太,13100,91463,957,2595
諳石,11100,2570898,389,1193
三毛,11100,330095,7910,202291
一介,10700,731479,0,0
夏玥白夜,10700,161765,0,0
水野魚娜,10600,365353,2804,11131
灰名,10400,144011,1901,4111
如月ルミィ,10200,194869,4244,8317
藤乃熊,10100,41494,320,717
平平子,8480,64351,3268,13315
星見遙,6800,177152,1171,2502
蕾兒,6690,123010,1804,2954
風絮,6320,30606,192,445
魔法!,5530,1723632,494,985
TSMATCH火柴,5440,109854,809,1673
いくせん,5210,320018,307,723
姬宮優花,5160,84056,724,2304
夏日葵,5010,282831,645,1859
LMPAPER,4770,411889,144,512
邱可,4470,32210,970,4577
Lumina,3990,141585,210,309
綾賢ラピス,3890,40619,716,1740
綾瑞香,3640,99453,1487,8828
祈霓,3430,19632,1281,6946
蝦拉拉,3360,101952,728,977
夏莎莎,3330,14118,2453,5199
楠橋詩耶,3200,89347,358,628
瀰婭,3060,170445,300,789
明石巴,3040,15391,172,196
Joyce昕,3030,301684,165,406
観空部,2950,136005,565,715
櫻野露,2510,63418,448,947
卡滋可可,2450,91140,258,2615
南琳,2420,14485,126,602
星形KARAS,2380,370086,167,375
奶茶,2340,3693,105,265
撇嘴耳包前滾翻,2320,128424,533,615
櫻坂くりこ,2250,88633,252,396
仙貝兔兔,2190,107184,244,1177
蘭希,2150,233256,330,646
十五號,2140,6122,3184,4224
Shaya,2100,84009,362,1447
藤本莉子,2090,25909,205,698
墨子,2070,61409,73,125
喵控,1900,31226,144,309
草莓電波,1850,21216,1781,1781
雨宮夢,1840,40108,166,394
ウイル,1820,43125,392,745
水手緞帶,1790,81105,237,734
希爾艾姆,1740,32722,143,494
蛋塔レイ,1730,62656,59,284
西園寺兆兆,1670,30971,292,451
紅茶拿鐵,1630,60039,338,471
南心詠,1590,38337,334,597
狐媚娘‧達亞,1560,25061,371,652
結月,1550,39718,0,0
小森,1550,8871,1875,2657
希莉亞,1510,42342,577,1991
幽々魅,1510,30043,57,142
凌千歌,1500,37404,213,299
雙命裂,1480,53800,36,128
罐罐,1420,67497,153,295
阿紋,1420,63444,102,313
艾黎,1400,11923,433,919
煌煌,1360,62390,0,0
詠星優宇奈,1360,13343,566,1121
雨恩,1340,400068,140,248
天堂島灯粋,1330,18859,0,0
CiCiCi cirycle 的 荒荒荒,1310,74563,103,834
神無月ミハル,1310,28685,242,288
MxM•Mir,1290,40331,101,206
尤里‧佛瑞斯特,1290,19386,378,614
森奈リヤ,1280,21863,156,1528
鴨鴨山,1280,49275,289,4898
喵朵伊,607,17886,140,584
鴨鴨伊比,260,4422,163,268
