Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,314000,17723907,37045,76134
高雄林小姐,104000,27292774,5277,20871
紅月,88300,92010,0,0
鳥羽樂奈,44900,2040088,9755,113972
璐洛洛,40400,3464979,12291,35827
香草奈若,36800,2435366,15233,120380
虎妮,34800,1065811,2083,3637
悠白,31400,763803,8754,125312
兔姬,27400,880609,4955,9662
Asa Ifrit,23900,741058,5573,15727
喵太,21900,521728,3980,5880
Naya,18600,4628743,890,4146
空,18400,1185298,1075,6146
虛擬熊頭,13500,32129,18856,27924
鼠屋栗太,13100,90486,969,2589
諳石,11100,2569812,405,1184
三毛,11100,322426,7825,201082
一介,10700,731008,0,0
夏玥白夜,10700,161722,0,0
水野魚娜,10500,361056,2703,11110
灰名,10400,143433,1985,4103
藤乃熊,9890,41113,329,712
如月ルミィ,9770,191694,4070,7607
平平子,8280,61996,3236,13157
星見遙,6710,175165,1176,2500
蕾兒,6630,122018,1733,2942
風絮,6320,30268,197,445
魔法!,5530,1723022,446,983
TSMATCH火柴,5430,109202,809,1671
いくせん,5210,319724,318,2145
姬宮優花,5140,83827,711,2287
夏日葵,4990,282587,682,1852
LMPAPER,4770,411825,141,504
邱可,4110,25825,815,4406
Lumina,3980,141318,206,309
綾賢ラピス,3880,40284,716,1737
綾瑞香,3600,96709,1481,8669
祈霓,3360,18638,1261,6842
蝦拉拉,3350,101705,797,972
楠橋詩耶,3180,89012,358,628
夏莎莎,3140,12548,2419,4890
明石巴,3050,15388,169,195
瀰婭,3050,170370,291,787
Joyce昕,3020,301616,163,406
観空部,2950,135558,488,709
櫻野露,2490,63209,445,942
卡滋可可,2440,91019,258,2611
星形KARAS,2370,369966,164,366
奶茶,2340,3692,105,265
撇嘴耳包前滾翻,2320,128012,530,603
櫻坂くりこ,2240,88266,259,395
仙貝兔兔,2190,106337,233,1156
蘭希,2150,231851,329,646
Shaya,2100,83433,409,1442
藤本莉子,2090,25866,209,691
十五號,2080,5702,3024,4083
墨子,2070,61311,72,113
喵控,1890,31063,147,307
草莓電波,1850,21165,1765,1765
雨宮夢,1840,39997,162,387
ウイル,1810,42845,375,743
水手緞帶,1790,80845,238,733
希爾艾姆,1740,32709,143,494
蛋塔レイ,1730,62632,60,283
西園寺兆兆,1660,30613,273,433
紅茶拿鐵,1630,59938,334,466
南心詠,1580,38301,393,575
結月,1550,39680,0,0
狐媚娘‧達亞,1550,24934,378,651
小森,1520,8679,1810,2601
幽々魅,1510,30026,61,139
凌千歌,1500,37069,209,297
雙命裂,1480,53739,36,128
希莉亞,1480,40699,566,1441
罐罐,1420,67420,164,295
阿紋,1420,63360,104,313
煌煌,1370,62247,0,0
艾黎,1340,11578,444,1470
天堂島灯粋,1330,18842,0,0
神無月ミハル,1310,28685,240,288
CiCiCi cirycle 的 荒荒荒,1310,74013,102,827
MxM•Mir,1290,40166,97,204
森奈リヤ,1290,21845,156,1525
尤里‧佛瑞斯特,1280,19280,388,613
鴨鴨山,1270,48650,282,4773
喵朵伊,606,17716,139,584
鴨鴨伊比,257,4376,155,260
