Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,315000,17810632,36748,77105
高雄林小姐,104000,27311486,5548,20894
紅月,88300,92272,0,0
鳥羽樂奈,45200,2080673,9984,114925
璐洛洛,40700,3541858,12848,37359
香草奈若,37900,2695745,15907,124499
虎妮,34800,1071153,2139,3674
悠白,31700,776019,8504,125785
兔姬,27600,884178,4970,9739
Asa Ifrit,24100,752453,5870,15852
喵太,21900,525871,4036,5905
Naya,18600,4630541,791,4154
空,18500,1189168,1061,6157
虛擬熊頭,17300,73729,11341,33778
鼠屋栗太,13200,93841,937,2599
三毛,11200,336297,7306,203276
諳石,11100,2573346,371,1057
一介,10700,732367,0,0
夏玥白夜,10700,161874,0,0
水野魚娜,10700,370934,2690,9635
如月ルミィ,10600,213737,4348,9202
灰名,10400,146664,1894,4117
藤乃熊,10300,41960,320,723
平平子,8650,74160,3805,13443
星見遙,6880,181242,1133,2504
蕾兒,6740,125699,1828,2959
風絮,6330,31277,193,445
魔法!,5530,1724787,556,986
TSMATCH火柴,5440,110104,809,1673
いくせん,5220,320740,313,725
姬宮優花,5180,84417,733,2313
夏日葵,5040,283648,647,1865
LMPAPER,4770,412045,146,514
邱可,4630,35808,988,4626
Lumina,4090,142519,252,311
綾賢ラピス,3890,40785,716,1740
綾瑞香,3710,71201,1510,9004
夏莎莎,3540,17266,2537,5359
祈霓,3510,22250,1392,7043
蝦拉拉,3360,102938,741,978
楠橋詩耶,3210,89448,343,629
瀰婭,3060,170571,306,789
明石巴,3040,15400,169,197
Joyce昕,3030,301917,165,407
観空部,2950,136895,575,718
櫻野露,2520,64327,438,957
卡滋可可,2460,91574,251,2630
南琳,2430,14933,127,606
星形KARAS,2380,370419,189,385
奶茶,2340,3782,102,265
撇嘴耳包前滾翻,2320,128189,534,623
櫻坂くりこ,2250,89029,249,396
仙貝兔兔,2190,109358,258,1071
十五號,2180,6553,3286,4338
蘭希,2150,249596,338,647
Shaya,2100,84660,350,1456
藤本莉子,2090,26228,201,703
墨子,2070,61499,74,130
喵控,1900,31647,144,309
雨宮夢,1850,40406,183,394
草莓電波,1850,21258,1802,1802
ウイル,1830,44017,418,749
水手緞帶,1800,81318,238,734
希爾艾姆,1740,32842,144,497
蛋塔レイ,1730,62700,60,285
西園寺兆兆,1670,31212,279,459
紅茶拿鐵,1640,60138,341,478
南心詠,1590,38391,334,601
小森,1580,9605,1768,2687
狐媚娘‧達亞,1570,25822,343,651
結月,1550,39761,0,0
希莉亞,1520,43658,559,2115
幽々魅,1520,30098,57,144
凌千歌,1500,37585,214,301
雙命裂,1490,58148,51,162
罐罐,1430,67839,158,296
阿紋,1420,63485,103,313
艾黎,1410,12693,449,923
煌煌,1370,62630,0,0
詠星優宇奈,1370,13729,587,1129
雨恩,1340,400594,142,248
天堂島灯粋,1330,18910,0,0
CiCiCi cirycle 的 荒荒荒,1320,75168,103,609
神無月ミハル,1320,28746,211,271
MxM•Mir,1290,40456,101,208
尤里‧佛瑞斯特,1290,19846,380,616
森奈リヤ,1280,21910,156,1541
鴨鴨山,1280,50042,291,4958
喵朵伊,607,18211,140,584
鴨鴨伊比,267,4480,163,269
