Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,314000,17743222,36619,76493
高雄林小姐,104000,27303011,5426,20878
紅月,88300,92087,0,0
鳥羽樂奈,45000,2060067,9850,114321
璐洛洛,40500,3496104,13413,36491
香草奈若,37200,2536270,15414,121874
虎妮,34800,1068358,2163,3659
悠白,31500,769315,8366,125478
兔姬,27500,882777,4977,9689
Asa Ifrit,24000,744299,5674,15758
喵太,21900,523525,4004,5890
Naya,18600,4629307,840,4149
空,18400,1186575,1055,6147
虛擬熊頭,14700,44341,10688,29700
鼠屋栗太,13100,91463,968,2595
諳石,11100,2570898,388,1190
三毛,11100,330095,7873,201848
一介,10700,731479,0,0
夏玥白夜,10700,161765,0,0
水野魚娜,10600,365353,2797,11121
灰名,10400,144011,1913,4107
如月ルミィ,10100,194869,4224,7834
藤乃熊,10000,41494,322,715
平平子,8400,64351,3264,13248
星見遙,6760,177152,1173,2501
蕾兒,6670,123010,1780,2953
風絮,6320,30606,193,445
魔法!,5530,1723632,491,984
TSMATCH火柴,5440,109854,809,1671
いくせん,5210,320018,307,723
姬宮優花,5160,84056,720,2302
夏日葵,5000,282831,719,1856
LMPAPER,4770,411889,144,507
邱可,4390,32210,974,4509
Lumina,3980,141585,209,309
綾賢ラピス,3890,40619,715,1740
綾瑞香,3610,99453,1490,8772
祈霓,3410,19632,1276,6913
蝦拉拉,3360,101952,810,975
夏莎莎,3220,14118,2474,5083
楠橋詩耶,3190,89347,358,628
瀰婭,3050,170445,296,787
明石巴,3040,15391,171,196
Joyce昕,3020,301684,163,406
観空部,2950,136005,575,714
櫻野露,2500,63418,451,945
卡滋可可,2450,91140,258,2614
星形KARAS,2370,370086,165,371
奶茶,2340,3693,105,265
撇嘴耳包前滾翻,2320,128424,533,612
櫻坂くりこ,2250,88633,255,395
仙貝兔兔,2190,107184,240,1175
蘭希,2150,233256,329,646
十五號,2130,6122,3117,4166
Shaya,2100,84009,381,1446
藤本莉子,2090,25909,203,694
墨子,2070,61409,73,123
喵控,1890,31226,147,308
草莓電波,1850,21216,1776,1776
雨宮夢,1850,40108,165,392
ウイル,1810,43125,386,744
水手緞帶,1790,81105,242,733
希爾艾姆,1740,32722,143,494
蛋塔レイ,1730,62656,59,284
西園寺兆兆,1670,30971,289,447
紅茶拿鐵,1630,60039,334,468
南心詠,1590,38337,393,593
狐媚娘‧達亞,1560,25061,374,651
結月,1550,39718,0,0
小森,1540,8871,1846,2635
幽々魅,1510,30043,61,141
希莉亞,1510,42342,576,1921
凌千歌,1500,37404,212,298
雙命裂,1480,53800,36,128
罐罐,1420,67497,164,295
阿紋,1420,63444,109,313
艾黎,1380,11923,447,1482
煌煌,1370,62390,0,0
天堂島灯粋,1330,18859,0,0
神無月ミハル,1310,28685,242,288
CiCiCi cirycle 的 荒荒荒,1310,74563,103,832
MxM•Mir,1290,40331,101,204
森奈リヤ,1290,21863,156,1528
尤里‧佛瑞斯特,1290,19386,390,613
鴨鴨山,1270,49275,286,4861
喵朵伊,609,17886,139,584
鴨鴨伊比,260,4422,160,265
