Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,810000,253421633,19680,139390,https://www.youtube.com/watch?v=X4ul5iQNmt4
杏仁ミル,316000,17993409,40940,80921,https://www.youtube.com/watch?v=Aub9OExS65o
高雄林小姐,104000,27412998,4804,12517,https://www.youtube.com/watch?v=1fKbpLdgcq4
紅月,88200,93256,0,0,
鳥羽樂奈,46800,2354665,10043,35753,https://www.youtube.com/watch?v=56hoe7Dn5CM
璐洛洛,41900,3714658,9000,39644,https://www.youtube.com/watch?v=VV4mCRruDQE
香草奈若,40400,3144118,20871,143353,https://www.youtube.com/watch?v=KkmDmsruADg
虎妮,34900,1087089,2221,4729,https://www.youtube.com/watch?v=ew9vDejzCfc
悠白,32500,808845,5257,9997,https://www.youtube.com/watch?v=C6PJgS0HqIo
兔姬,28000,901347,5100,10024,https://www.youtube.com/watch?v=Xa0KuVZ8R4c
Asa Ifrit,24600,788411,3908,12451,https://www.youtube.com/watch?v=8aRq-sPUV2A
虛擬熊頭,22500,161187,11847,41524,https://www.youtube.com/watch?v=gGEpLAatY1Q
喵太,22000,537097,1592,1802,https://www.youtube.com/watch?v=NmNBO6QRZOA
空,19100,1203787,873,3923,https://www.youtube.com/watch?v=YG9YTUDP_X0
Naya,18600,4646312,746,3479,https://www.youtube.com/watch?v=O2xpwGdBMRE
鼠屋栗太,13500,106652,965,2843,https://www.youtube.com/watch?v=UsEvOYoe1zM
如月ルミィ,12600,270658,6110,11119,https://www.youtube.com/watch?v=cT0Qo0VtEK0
灰名,12200,211494,2197,35598,https://www.youtube.com/watch?v=QjfeAUpMp04
藤乃熊,12000,44961,331,716,https://www.youtube.com/watch?v=oeYv9WviCzk
三毛,11800,369654,6261,208492,https://www.youtube.com/watch?v=6w_OBgAqGx0
水野魚娜,11400,410539,2829,6120,https://www.youtube.com/watch?v=NGhoNQlEQrY
諳石,11100,2587944,300,1188,https://www.youtube.com/watch?v=-P07VF_ujP0
一介,10700,737060,0,0,
夏玥白夜,10700,162321,0,0,
平平子,10000,105588,4316,14215,https://www.youtube.com/watch?v=648CcpKzpJs
星見遙,7700,202280,1214,2231,https://www.youtube.com/watch?v=8PgyZki1zuo
蕾兒,7490,139592,1829,2575,https://www.youtube.com/watch?v=kBqyA5J-z2M
十五號,6660,55229,3955,15653,https://www.youtube.com/watch?v=oKBlaZAbjB4
風絮,6410,34905,201,438,https://www.youtube.com/watch?v=xQ457hEIPoY
魔法!,5540,1730646,400,716,https://www.youtube.com/watch?v=b8YrgL8dIio
TSMATCH火柴,5510,116879,714,1705,https://www.youtube.com/watch?v=gG_PLQKUHzQ
いくせん,5260,324987,373,578,https://www.youtube.com/watch?v=vYS_MuNBehc
姬宮優花,5240,86762,761,878,https://www.youtube.com/watch?v=DGq_DfnOaW8
夏日葵,5180,288241,540,1894,https://www.youtube.com/watch?v=V3fv5fWTQyA
邱可,5050,42554,1019,4801,https://www.youtube.com/watch?v=WOTJy-LDPqs
LMPAPER,4790,413183,98,218,https://www.youtube.com/watch?v=ZQbYsJgqtGU
Lumina,4120,145110,226,563,https://www.youtube.com/watch?v=hc_-S0n4qok
綾賢ラピス,4120,44148,708,986,https://www.youtube.com/watch?v=yFq-6ZQHaU8
綾瑞香,3940,80555,1033,3836,https://www.youtube.com/watch?v=OrsVQrySyE0
夏莎莎,3860,24193,2429,5914,https://www.youtube.com/watch?v=QM2JsaYln8o
祈霓,3800,30087,1231,7484,https://www.youtube.com/watch?v=Z7S_HQkr8hY
蝦拉拉,3430,104059,808,837,https://www.youtube.com/watch?v=Ldr5LhTs4u0
楠橋詩耶,3340,92138,353,791,https://www.youtube.com/watch?v=r-vY2Sv42yY
