Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
鬼鬼,809000,252764674,15449,132641
杏仁ミル,315000,17826593,37398,77570
高雄林小姐,104000,27331746,5600,20897
紅月,88300,92402,0,0
鳥羽樂奈,45400,2094046,9899,115686
璐洛洛,40900,3557937,12393,38038
香草奈若,38400,2734627,15921,126742
虎妮,34800,1071747,2051,3697
悠白,31800,778066,8609,126077
兔姬,27600,884744,4993,9788
Asa Ifrit,24200,755964,5714,11936
喵太,21900,527256,2790,5946
Naya,18600,4631142,785,4158
空,18600,1190541,1064,6163
虛擬熊頭,18400,78237,11969,35696
鼠屋栗太,13200,95267,954,2606
三毛,11300,340550,6653,204620
諳石,11100,2576534,275,1082
如月ルミィ,11000,221521,4861,9743
水野魚娜,10800,378887,2660,9650
一介,10700,732622,0,0
夏玥白夜,10700,161922,0,0
灰名,10500,148745,1901,4128
藤乃熊,10500,42315,324,729
平平子,8840,77793,3491,13585
星見遙,6990,183447,1173,2510
蕾兒,6820,127590,1843,2969
風絮,6350,31555,198,447
魔法!,5540,1725343,602,996
TSMATCH火柴,5450,111047,811,1678
いくせん,5230,321310,315,727
姬宮優花,5190,84550,753,2328
夏日葵,5070,283781,648,1868
邱可,4790,36518,996,4693
LMPAPER,4780,412118,115,520
Lumina,4110,143150,281,395
綾賢ラピス,3910,40850,669,1565
綾瑞香,3760,74091,1527,9128
夏莎莎,3650,17784,2617,5560
祈霓,3580,23242,1321,7114
蝦拉拉,3370,103083,774,983
楠橋詩耶,3220,89717,342,633
瀰婭,3080,171070,361,795
明石巴,3040,15401,171,198
Joyce昕,3030,302125,162,407
観空部,2960,136937,597,702
櫻野露,2560,65034,446,966
十五號,2480,6779,3499,4557
卡滋可可,2470,91857,244,2631
南琳,2430,15189,128,571
星形KARAS,2390,370508,160,396
奶茶,2350,3795,102,266
撇嘴耳包前滾翻,2320,128524,451,641
櫻坂くりこ,2250,89537,247,397
仙貝兔兔,2200,110464,260,1090
蘭希,2150,250536,341,348
藤本莉子,2130,26660,216,716
Shaya,2100,84764,347,1461
墨子,2070,61523,75,135
喵控,1910,31679,145,309
ウイル,1860,44210,410,903
雨宮夢,1850,40519,189,392
草莓電波,1850,21284,1822,1822
水手緞帶,1810,81916,229,739
希爾艾姆,1750,32828,144,499
蛋塔レイ,1730,62799,46,114
西園寺兆兆,1680,31593,295,456
紅茶拿鐵,1640,60202,348,484
小森,1610,9708,1795,2711
南心詠,1590,38412,336,620
狐媚娘‧達亞,1590,26306,354,653
結月,1550,40005,246,246
希莉亞,1530,44651,549,2202
幽々魅,1520,30115,57,149
凌千歌,1500,37622,219,301
雙命裂,1490,64125,60,180
罐罐,1430,68021,154,299
艾黎,1430,12735,452,928
阿紋,1420,63481,98,314
詠星優宇奈,1380,14237,523,1141
煌煌,1370,62755,0,0
雨恩,1350,400995,151,249
斜胖,1350,23261,623,1450
天堂島灯粋,1330,18930,0,0
CiCiCi cirycle 的 荒荒荒,1320,75525,98,611
神無月ミハル,1320,28766,212,272
莉莉絲‧伊芙莉登,1320,22522,773,6179
尤里‧佛瑞斯特,1320,20281,388,622
桐櫻,1300,1380,0,0
鴨鴨山,1300,50550,302,4976
MxM•Mir,1290,40550,101,209
森奈リヤ,1290,21921,219,1542
神夜奈央,1240,28548,126,244
周默,1240,26856,262,346
喵比,1240,57589,154,256
阿露比,1190,20271,466,835
花原蜜子,1150,12915,204,559
黛亞門,1140,636,115,115
龍妹,1130,27259,131,145
喵尾,1080,13994,0,0
草鈴,1070,13410,163,468
緋尹夜,1070,75118,121,849
隠岐スダマ,1060,192772,93,178
七海千草,1050,6659,147,177
夜見愛夢,1000,7415,355,653
喵朵伊,608,18186,139,585
鴨鴨伊比,275,4649,163,271
