Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,810000,253421633,19030,139334,https://www.youtube.com/watch?v=X4ul5iQNmt4
杏仁ミル,316000,17993409,40931,80861,https://www.youtube.com/watch?v=Aub9OExS65o
高雄林小姐,104000,27412998,4809,12517,https://www.youtube.com/watch?v=1fKbpLdgcq4
紅月,88200,93256,0,0,
鳥羽樂奈,46800,2354665,10043,35368,https://www.youtube.com/watch?v=56hoe7Dn5CM
璐洛洛,41900,3714658,9534,39612,https://www.youtube.com/watch?v=VV4mCRruDQE
香草奈若,40300,3144118,20684,143059,https://www.youtube.com/watch?v=KkmDmsruADg
虎妮,34900,1087089,2221,4716,https://www.youtube.com/watch?v=ew9vDejzCfc
悠白,32500,808845,5954,9993,https://www.youtube.com/watch?v=C6PJgS0HqIo
兔姬,28000,901347,5097,10020,https://www.youtube.com/watch?v=Xa0KuVZ8R4c
Asa Ifrit,24600,788411,3903,12436,https://www.youtube.com/watch?v=8aRq-sPUV2A
虛擬熊頭,22300,161187,11618,41340,https://www.youtube.com/watch?v=gGEpLAatY1Q
喵太,22000,537097,1585,1798,https://www.youtube.com/watch?v=NmNBO6QRZOA
空,19100,1203787,873,3923,https://www.youtube.com/watch?v=YG9YTUDP_X0
Naya,18600,4646312,746,3478,https://www.youtube.com/watch?v=O2xpwGdBMRE
鼠屋栗太,13500,106652,966,2833,https://www.youtube.com/watch?v=UsEvOYoe1zM
如月ルミィ,12600,270658,6099,11084,https://www.youtube.com/watch?v=cT0Qo0VtEK0
灰名,12100,211494,2193,35089,https://www.youtube.com/watch?v=QjfeAUpMp04
藤乃熊,12000,44961,331,705,https://www.youtube.com/watch?v=oeYv9WviCzk
三毛,11800,369654,6259,208408,https://www.youtube.com/watch?v=6w_OBgAqGx0
水野魚娜,11400,410539,2820,6116,https://www.youtube.com/watch?v=NGhoNQlEQrY
諳石,11100,2587944,325,1186,https://www.youtube.com/watch?v=-P07VF_ujP0
一介,10700,737060,0,0,
夏玥白夜,10700,162321,0,0,
平平子,9940,105588,4312,14202,https://www.youtube.com/watch?v=648CcpKzpJs
