Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,810000,253232273,17918,138908,https://www.youtube.com/watch?v=X4ul5iQNmt4
杏仁ミル,316000,17912100,40072,80584,https://www.youtube.com/watch?v=Aub9OExS65o
高雄林小姐,104000,27394970,5148,12517,https://www.youtube.com/watch?v=1fKbpLdgcq4
紅月,88200,93034,0,0,
鳥羽樂奈,46600,2297681,10034,32698,https://www.youtube.com/watch?v=56hoe7Dn5CM
璐洛洛,41800,3680302,9436,39447,https://www.youtube.com/watch?v=VV4mCRruDQE
香草奈若,40100,3046267,19920,141472,https://www.youtube.com/watch?v=KkmDmsruADg
虎妮,34900,1084579,2344,4559,https://www.youtube.com/watch?v=ew9vDejzCfc
悠白,32400,805399,5235,9971,https://www.youtube.com/watch?v=C6PJgS0HqIo
兔姬,28000,899440,5082,9987,https://www.youtube.com/watch?v=Xa0KuVZ8R4c
Asa Ifrit,24500,779257,4318,12380,https://www.youtube.com/watch?v=8aRq-sPUV2A
喵太,22000,534684,1537,1768,https://www.youtube.com/watch?v=NmNBO6QRZOA
虛擬熊頭,21700,148309,10473,40439,https://www.youtube.com/watch?v=gGEpLAatY1Q
空,19100,1202384,1072,3917,https://www.youtube.com/watch?v=YG9YTUDP_X0
Naya,18600,4640356,793,4190,https://www.youtube.com/watch?v=hL2K9C00Xm0
鼠屋栗太,13500,105633,952,2796,https://www.youtube.com/watch?v=UsEvOYoe1zM
如月ルミィ,12400,264293,5988,10937,https://www.youtube.com/watch?v=cT0Qo0VtEK0
灰名,11800,183128,1967,26048,https://www.youtube.com/watch?v=QjfeAUpMp04
三毛,11700,354245,6371,208040,https://www.youtube.com/watch?v=6w_OBgAqGx0
藤乃熊,11700,44145,330,689,https://www.youtube.com/watch?v=oeYv9WviCzk
水野魚娜,11300,403703,2748,6093,https://www.youtube.com/watch?v=NGhoNQlEQrY
諳石,11100,2585105,315,1173,https://www.youtube.com/watch?v=-P07VF_ujP0
一介,10700,736093,0,0,
夏玥白夜,10700,162237,0,0,
平平子,9790,96703,4226,14109,https://www.youtube.com/watch?v=648CcpKzpJs
星見遙,7570,198810,1183,2226,https://www.youtube.com/watch?v=8PgyZki1zuo
蕾兒,7450,136915,1853,2537,https://www.youtube.com/watch?v=9RrqhOnk1ms
風絮,6410,33640,198,438,https://www.youtube.com/watch?v=xQ457hEIPoY
魔法!,5540,1729382,396,714,https://www.youtube.com/watch?v=b8YrgL8dIio
TSMATCH火柴,5500,115790,674,1703,https://www.youtube.com/watch?v=gG_PLQKUHzQ
いくせん,5260,324244,361,556,https://www.youtube.com/watch?v=vYS_MuNBehc
姬宮優花,5230,86361,758,874,https://www.youtube.com/watch?v=DGq_DfnOaW8
夏日葵,5160,287978,538,1892,https://www.youtube.com/watch?v=V3fv5fWTQyA
邱可,5020,40652,1016,4792,https://www.youtube.com/watch?v=WOTJy-LDPqs
LMPAPER,4780,412913,118,217,https://www.youtube.com/watch?v=ZQbYsJgqtGU
十五號,4620,39105,3521,11592,https://www.youtube.com/watch?v=oKBlaZAbjB4
Lumina,4120,144773,258,546,https://www.youtube.com/watch?v=hc_-S0n4qok
