Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,809000,252846225,16404,134184,https://www.youtube.com/watch?v=X4ul5iQNmt4
杏仁ミル,315000,17844508,37463,78261,https://www.youtube.com/watch?v=Aub9OExS65o
高雄林小姐,104000,27343464,5143,20903,https://www.youtube.com/watch?v=bCbP2vbcoMg
紅月,88200,92526,0,0,
鳥羽樂奈,45600,2111647,9900,116935,https://www.youtube.com/watch?v=uKjQ9dt-o2U
璐洛洛,41100,3584891,12163,38391,https://www.youtube.com/watch?v=VV4mCRruDQE
香草奈若,38800,2807964,15556,128791,https://www.youtube.com/watch?v=KkmDmsruADg
虎妮,34800,1072549,2051,3718,https://www.youtube.com/watch?v=fmv5LHNStgc
悠白,32000,785736,8572,14642,https://www.youtube.com/watch?v=GND-peHk1X4
兔姬,27700,885427,5007,9814,https://www.youtube.com/watch?v=Xa0KuVZ8R4c
Asa Ifrit,24300,762299,5722,12026,https://www.youtube.com/watch?v=8aRq-sPUV2A
喵太,22000,529338,2837,5967,https://www.youtube.com/watch?v=468ZYE_fIBg
虛擬熊頭,18900,87027,11118,36679,https://www.youtube.com/watch?v=gGEpLAatY1Q
Naya,18600,4631861,780,4162,https://www.youtube.com/watch?v=hL2K9C00Xm0
空,18600,1195736,1094,6168,https://www.youtube.com/watch?v=1X3WuXFRphU
鼠屋栗太,13200,96672,956,2608,https://www.youtube.com/watch?v=_Gk33gugX7I
如月ルミィ,11400,227513,4809,10225,https://www.youtube.com/watch?v=cT0Qo0VtEK0
三毛,11300,342679,6661,205496,https://www.youtube.com/watch?v=6w_OBgAqGx0
諳石,11100,2578090,286,1100,https://www.youtube.com/watch?v=-P07VF_ujP0
水野魚娜,10900,385272,2662,9671,https://www.youtube.com/watch?v=PTC6so8-YdM
一介,10700,733126,0,0,
夏玥白夜,10700,162000,0,0,
藤乃熊,10700,42455,328,732,https://www.youtube.com/watch?v=hTMsDGQefRk
灰名,10500,147643,1883,4134,https://www.youtube.com/watch?v=lPnZ-NTLo8I
平平子,8970,79739,3585,13717,https://www.youtube.com/watch?v=648CcpKzpJs
星見遙,7080,186304,1174,2513,https://www.youtube.com/watch?v=TIva5UO7Ub8
蕾兒,6970,129609,1810,2985,https://www.youtube.com/watch?v=B_epJNTBVg0
風絮,6350,31751,191,429,https://www.youtube.com/watch?v=xQ457hEIPoY
魔法!,5540,1726040,612,1002,https://www.youtube.com/watch?v=QbvMRDwmHak
TSMATCH火柴,5460,111444,816,1682,https://www.youtube.com/watch?v=gG_PLQKUHzQ
いくせん,5230,322181,321,728,https://www.youtube.com/watch?v=qtfobgpLYY4
姬宮優花,5200,84680,771,2341,https://www.youtube.com/watch?v=qp9gnXNPhZU
夏日葵,5080,283928,653,1872,https://www.youtube.com/watch?v=V3fv5fWTQyA
邱可,4900,38190,956,4715,https://www.youtube.com/watch?v=WOTJy-LDPqs
LMPAPER,4780,412356,108,523,https://www.youtube.com/watch?v=BKa7tFmHimI
Lumina,4110,143494,275,449,https://www.youtube.com/watch?v=hc_-S0n4qok
綾賢ラピス,3910,40919,687,1569,https://www.youtube.com/watch?v=Qf9wfh5WgHY
綾瑞香,3820,77714,1354,9221,https://www.youtube.com/watch?v=6klBhezSKlo
夏莎莎,3680,19440,2671,5631,https://www.youtube.com/watch?v=QM2JsaYln8o
祈霓,3640,23850,1447,7217,https://www.youtube.com/watch?v=Z7S_HQkr8hY
十五號,3420,13050,4403,7579,https://www.youtube.com/watch?v=oKBlaZAbjB4
蝦拉拉,3380,103255,781,983,https://www.youtube.com/watch?v=zOgdT_V1WCM
楠橋詩耶,3250,90335,344,677,https://www.youtube.com/watch?v=r-vY2Sv42yY
瀰婭,3100,171164,317,796,https://www.youtube.com/watch?v=pqfIXEltovk
明石巴,3040,15402,173,198,https://www.youtube.com/watch?v=s7jUfsNuo6Q
Joyce昕,3030,302325,163,407,https://www.youtube.com/watch?v=DzJXz5mzniA
観空部,2960,136983,533,674,https://www.youtube.com/watch?v=jC_1CI1cjhY
