Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
鬼鬼,809000,252668722,15796,131604
杏仁ミル,315000,17810632,36790,77278
高雄林小姐,104000,27321225,5429,20895
紅月,88300,92272,0,0
鳥羽樂奈,45300,2080673,9944,115165
璐洛洛,40800,3541858,12180,37615
香草奈若,38100,2695745,15911,125420
虎妮,34800,1071153,2046,3686
悠白,31800,776019,8551,125890
兔姬,27600,884178,4979,9761
Asa Ifrit,24200,752453,5926,15880
喵太,21900,525997,4062,5922
Naya,18600,4630541,782,4155
空,18500,1189168,1063,6161
虛擬熊頭,17900,73729,11653,34761
鼠屋栗太,13200,93987,946,2601
三毛,11300,336297,6643,203831
諳石,11100,2573346,268,1063
如月ルミィ,10800,213737,4485,9468
一介,10700,732367,0,0
水野魚娜,10700,372302,2749,9641
夏玥白夜,10700,161874,0,0
灰名,10400,146664,1901,4121
藤乃熊,10400,41960,323,727
平平子,8750,74160,3712,13496
星見遙,6930,181242,1141,2508
蕾兒,6780,125699,1804,2962
風絮,6340,31277,192,445
魔法!,5530,1724787,591,990
TSMATCH火柴,5450,110115,771,1676
いくせん,5220,320772,311,725
姬宮優花,5180,84417,744,2321
夏日葵,5060,283648,647,1867
LMPAPER,4780,412045,146,518
邱可,4700,35808,995,4648
Lumina,4090,142519,269,314
綾賢ラピス,3900,40785,691,1564
綾瑞香,3740,71201,1520,9039
夏莎莎,3580,17266,2577,5462
祈霓,3530,22313,1311,7074
蝦拉拉,3370,102938,760,981
楠橋詩耶,3210,89448,343,631
瀰婭,3070,170571,347,793
明石巴,3040,15401,170,197
Joyce昕,3030,301917,165,407
観空部,2950,136895,586,724
櫻野露,2550,64327,446,964
卡滋可可,2470,91596,253,2631
南琳,2430,14974,128,610
星形KARAS,2380,370419,157,388
奶茶,2350,3784,102,266
撇嘴耳包前滾翻,2320,128189,451,633
櫻坂くりこ,2250,89029,253,396
十五號,2250,6553,3351,4415
仙貝兔兔,2200,109358,260,1079
蘭希,2150,249596,339,346
Shaya,2100,84660,354,1458
藤本莉子,2100,26228,213,712
墨子,2070,61499,74,132
喵控,1900,31647,143,309
雨宮夢,1850,40465,183,394
草莓電波,1850,21259,1810,1810
ウイル,1840,44017,404,750
水手緞帶,1800,81330,240,735
希爾艾姆,1740,32842,144,497
蛋塔レイ,1730,62700,60,286
西園寺兆兆,1680,31233,279,466
紅茶拿鐵,1640,60149,344,481
小森,1600,9620,1777,2695
南心詠,1590,38391,334,608
狐媚娘‧達亞,1580,25847,345,653
結月,1550,39761,0,0
希莉亞,1520,43715,559,2141
幽々魅,1520,30098,57,144
凌千歌,1500,37585,214,301
雙命裂,1480,58148,60,180
罐罐,1430,67845,164,296
阿紋,1420,63485,97,314
艾黎,1420,12693,450,925
煌煌,1370,62651,0,0
詠星優宇奈,1370,13760,534,1136
雨恩,1350,400594,142,248
天堂島灯粋,1330,18910,0,0
CiCiCi cirycle 的 荒荒荒,1320,75187,100,609
神無月ミハル,1320,28746,211,271
斜胖,1320,22306,552,1441
莉莉絲‧伊芙莉登,1310,21429,726,5672
尤里‧佛瑞斯特,1310,19846,382,615
桐櫻,1300,1378,0,0
鴨鴨山,1300,50042,292,4999
MxM•Mir,1290,40456,100,209
森奈リヤ,1290,21915,156,1540
神夜奈央,1240,28317,128,239
周默,1240,26789,262,339
喵比,1230,57416,156,256
阿露比,1190,19701,443,833
花原蜜子,1150,12599,209,557
黛亞門,1140,632,115,115
龍妹,1130,27244,131,144
喵尾,1080,13985,0,0
草鈴,1060,13368,162,434
緋尹夜,1060,74443,116,705
隠岐スダマ,1050,192626,91,178
七海千草,1050,6645,143,175
夜見愛夢,994,7327,366,652
喵朵伊,607,18189,140,585
鴨鴨伊比,271,4480,163,270
