Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,315000,17810632,36774,77192
高雄林小姐,104000,27321225,5563,20894
紅月,88300,92272,0,0
鳥羽樂奈,45200,2080673,9994,115039
璐洛洛,40800,3541858,12945,37487
香草奈若,38000,2695745,15909,125058
虎妮,34800,1071153,2046,3682
悠白,31700,776019,8524,125837
兔姬,27600,884178,4975,9749
Asa Ifrit,24100,752453,5892,15863
喵太,21900,525997,4049,5909
Naya,18600,4630541,782,4154
空,18500,1189168,1063,6160
虛擬熊頭,17600,73729,11525,34288
鼠屋栗太,13200,93987,940,2601
三毛,11200,336297,7314,203576
諳石,11100,2573346,379,1059
一介,10700,732367,0,0
水野魚娜,10700,372302,2657,9640
夏玥白夜,10700,161874,0,0
如月ルミィ,10700,213737,4357,9326
灰名,10400,146664,1899,4119
藤乃熊,10300,41960,321,725
平平子,8690,74160,3897,13472
星見遙,6900,181242,1137,2507
蕾兒,6760,125699,1843,2959
風絮,6340,31277,192,445
魔法!,5530,1724787,589,988
TSMATCH火柴,5440,110115,809,1675
いくせん,5220,320772,318,725
姬宮優花,5180,84417,739,2316
夏日葵,5050,283648,647,1867
LMPAPER,4780,412045,146,516
邱可,4660,35808,992,4639
Lumina,4090,142519,268,312
綾賢ラピス,3900,40785,691,1564
綾瑞香,3720,71201,1516,9028
夏莎莎,3570,17266,2557,5413
祈霓,3520,22313,1308,7063
蝦拉拉,3360,102938,753,980
楠橋詩耶,3210,89448,343,630
瀰婭,3070,170571,309,793
明石巴,3040,15401,170,197
Joyce昕,3030,301917,165,407
観空部,2950,136895,581,723
櫻野露,2540,64327,446,960
卡滋可可,2470,91596,251,2631
南琳,2430,14974,127,606
星形KARAS,2380,370419,156,386
奶茶,2340,3784,102,265
撇嘴耳包前滾翻,2320,128189,535,625
櫻坂くりこ,2250,89029,250,396
仙貝兔兔,2190,109358,260,1074
十五號,2190,6553,3317,4380
蘭希,2150,249596,337,343
Shaya,2100,84660,353,1457
藤本莉子,2090,26228,202,709
墨子,2070,61499,74,130
喵控,1900,31647,144,309
雨宮夢,1850,40465,183,394
草莓電波,1850,21259,1809,1809
ウイル,1830,44017,419,749
水手緞帶,1800,81330,239,735
希爾艾姆,1740,32842,144,497
蛋塔レイ,1730,62700,60,285
西園寺兆兆,1680,31233,279,461
紅茶拿鐵,1640,60149,341,479
南心詠,1590,38391,334,604
小森,1590,9620,1773,2694
狐媚娘‧達亞,1570,25847,344,652
結月,1550,39761,0,0
希莉亞,1520,43715,559,2146
幽々魅,1520,30098,57,144
凌千歌,1500,37585,214,301
雙命裂,1490,58148,59,180
罐罐,1430,67845,158,296
阿紋,1420,63485,103,313
艾黎,1410,12693,449,925
煌煌,1370,62651,0,0
詠星優宇奈,1370,13760,590,1131
雨恩,1340,400594,142,248
天堂島灯粋,1330,18910,0,0
CiCiCi cirycle 的 荒荒荒,1320,75187,103,609
神無月ミハル,1320,28746,211,271
莉莉絲‧伊芙莉登,1310,21429,710,5468
桐櫻,1300,1378,0,0
斜胖,1300,22306,551,1440
MxM•Mir,1290,40456,101,208
尤里‧佛瑞斯特,1290,19846,381,617
鴨鴨山,1290,50042,292,4985
森奈リヤ,1280,21915,156,1541
神夜奈央,1240,28317,129,236
周默,1240,26789,262,339
喵比,1220,57416,156,256
阿露比,1180,19701,443,833
花原蜜子,1140,12599,201,557
黛亞門,1140,632,115,115
龍妹,1130,27244,131,143
喵尾,1080,13985,0,0
草鈴,1060,13368,163,470
緋尹夜,1050,74443,116,664
隠岐スダマ,1040,192626,90,178
七海千草,1040,6645,142,175
夜見愛夢,989,7327,357,652
喵朵伊,607,18189,140,584
鴨鴨伊比,271,4480,163,270
