Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
鬼鬼,809000,252764674,16063,133056
杏仁ミル,315000,17826593,37635,77761
高雄林小姐,104000,27331746,5606,20899
紅月,88300,92402,0,0
鳥羽樂奈,45400,2094046,9747,115977
璐洛洛,41000,3557937,12463,38125
香草奈若,38500,2734627,16292,127387
虎妮,34800,1071747,2058,3702
悠白,31900,778066,8539,126149
兔姬,27600,884744,4997,9800
Asa Ifrit,24200,755964,5609,11960
喵太,21900,527256,2811,5955
Naya,18600,4631142,785,4158
空,18600,1190541,1053,6164
虛擬熊頭,18600,78237,11402,36065
鼠屋栗太,13200,95267,948,2605
三毛,11300,340550,6656,204933
諳石,11100,2576534,284,1089
如月ルミィ,11100,221521,4882,9866
水野魚娜,10800,378887,2660,9659
一介,10700,732622,0,0
夏玥白夜,10700,161922,0,0
藤乃熊,10600,42315,326,729
灰名,10500,148745,1864,4129
平平子,8900,77793,3520,13644
星見遙,7010,183447,1173,2510
蕾兒,6840,127590,1809,2972
風絮,6350,31555,198,447
魔法!,5540,1725343,607,997
TSMATCH火柴,5450,111047,812,1678
いくせん,5230,321310,318,727
姬宮優花,5190,84550,757,2335
夏日葵,5070,283781,650,1871
邱可,4830,36518,944,4700
LMPAPER,4780,412118,116,520
Lumina,4110,143150,285,400
綾賢ラピス,3910,40850,669,1567
綾瑞香,3780,74091,1527,9156
夏莎莎,3660,17784,2639,5591
祈霓,3590,23242,1329,7148
蝦拉拉,3380,103083,777,983
楠橋詩耶,3240,89717,342,634
瀰婭,3080,171070,366,796
明石巴,3040,15401,171,198
Joyce昕,3030,302125,162,407
十五號,2980,6779,5034,5124
観空部,2960,136937,597,703
櫻野露,2560,65034,440,967
卡滋可可,2470,91857,246,2631
南琳,2430,15189,128,571
星形KARAS,2390,370508,162,398
奶茶,2350,3795,102,266
撇嘴耳包前滾翻,2320,128524,451,640
櫻坂くりこ,2250,89537,243,397
仙貝兔兔,2200,110464,260,1100
蘭希,2150,250536,342,349
藤本莉子,2130,26660,219,717
Shaya,2110,84764,347,1467
墨子,2070,61523,75,138
喵控,1910,31679,146,309
ウイル,1870,44210,418,879
雨宮夢,1850,40519,189,393
草莓電波,1850,21284,1829,1829
水手緞帶,1810,81916,229,739
希爾艾姆,1750,32828,146,501
蛋塔レイ,1730,62799,47,114
西園寺兆兆,1690,31593,295,458
紅茶拿鐵,1640,60202,309,486
小森,1620,9708,1807,2719
南心詠,1590,38412,337,620
狐媚娘‧達亞,1590,26306,356,500
結月,1550,40005,196,196
希莉亞,1530,44651,551,2206
幽々魅,1520,30115,58,150
凌千歌,1500,37622,220,301
雙命裂,1490,64125,60,180
艾黎,1440,12735,454,929
罐罐,1430,68021,149,300
阿紋,1420,63481,96,314
詠星優宇奈,1380,14237,525,1145
煌煌,1370,62755,0,0
斜胖,1370,23261,628,1451
雨恩,1360,400995,141,249
天堂島灯粋,1330,18930,0,0
CiCiCi cirycle 的 荒荒荒,1330,75525,100,791
神無月ミハル,1320,28766,212,272
莉莉絲‧伊芙莉登,1320,22522,801,6361
尤里‧佛瑞斯特,1320,20281,386,621
鴨鴨山,1310,50550,293,4986
桐櫻,1310,1380,0,0
MxM•Mir,1290,40550,100,209
森奈リヤ,1290,21921,300,1542
周默,1250,26856,262,342
喵比,1240,57589,150,256
神夜奈央,1240,28548,126,244
阿露比,1200,20271,457,836
花原蜜子,1150,12915,204,559
黛亞門,1140,636,115,115
龍妹,1130,27259,131,145
喵尾,1080,13994,0,0
緋尹夜,1070,75118,117,887
草鈴,1070,13410,163,462
隠岐スダマ,1060,192772,93,178
七海千草,1050,6659,148,177
夜見愛夢,1000,7415,360,653
紗羅,968,12735,208,320
冬華凜,947,16774,297,3900
鳳梨,923,609543,92,158
蘇菲蕥,917,6095,303,362
冬田獺,894,28067,198,694
佐香エイド,819,5722,87,163
可諾莉,805,35480,254,307
Kulolo,779,7314,0,0
摸魚企鵝&廢人虎鯨,776,13686,109,244
狐火ヨハン,769,3139,446,1631
如月柚,768,19728,142,333
須多夜花,738,2430,1374,1597
喵朵伊,609,18186,141,585
鴨鴨伊比,275,4649,163,272
